assembly_id,serial,version,date,category_id,notes
22,105,7.0.0,,50,
30,105,6.0.0,,53,
43,105,7.0.2,,53,
14,106,10.0.1-0.0,2018-05-22,51,
44,106,5.1.4,2018-12-14,50,
48,106,5.0.0,2018-02-09,50,
91,106,7.0.1,2014-08-21,50,To replace damaged HV module per Phong.
43,106,7.0.2,2013-11-19,50,
30,106,6.0.0,2013-06-25,50,"To replace damaged HP after VF,RDSon, and 8.3mS testing"
71,106,6.1.1,2010-05-20,50,
22,106,7.0.0,,53,
14,107,10.0.1-0.0,2018-05-22,49,
44,107,5.1.4,2018-12-14,49,
48,107,5.0.0,2018-02-09,50,
91,107,7.0.0,2014-08-21,53,
30,107,6.0.0,2013-04-12,50,To replace HP shown to fail cal and diags by Phong.
71,107,6.1.2,2010-06-01,50,
22,107,7.0.0,,50,
43,107,7.0.2,,53,
14,108,10.0.1-0.0,2018-05-22,53,
44,108,5.1.4,2018-12-20,50,
48,108,5.0.0,2018-07-27,50,
22,108,7.0.0,2016-04-29,50,
71,108,,2012-01-18,50,
71,108,,2011-10-06,50,
71,108,6.3.0,2010-06-01,50,
30,108,6.0.0,,53,
91,108,7.0.1,,53,
43,108,7.0.2,,53,
14,109,10.0.1-0.0,2018-05-22,50,
48,109,5.0.0,2018-07-27,52,
22,109,7.0.0,2016-04-29,50,
20,109,,,50,
30,109,6.0.0,,53,
91,109,7.0.1,,53,
43,109,7.0.2,,53,
14,110,10.0.1-0.0,2018-05-22,50,
48,110,5.0.0,2018-07-27,50,Spares
43,110,7.0.2,2014-01-29,50,
70,110,7.1.0,2010-08-07,50,
22,110,7.0.0,,53,
30,110,6.0.0,,53,
91,110,7.0.1,,53,
14,111,10.0.1-0.0,2018-05-22,50,
48,111,5.0.0,2018-07-27,50,
43,111,7.0.2,2014-02-11,50,
30,111,6.0.0,2013-06-13,50,
70,111,7.4.1,2011-03-30,50,
22,111,7.0.0,,53,
32,111,8.01,,53,
22,112,7.0.0,2019-04-05,50,
14,112,10.0.1-0.0,2019-01-03,50,
48,112,5.0.0,2018-07-27,53,
32,112,8.01,2015-03-11,53,
43,112,7.0.2,2014-07-18,53,
70,112,7.1.1,2012-01-24,50,Upgraded in field from 7.0.1 per Samantha
30,112,6.0.0,,53,
32,113,8.01,2019-04-05,50,
14,113,10.0.1-0.0,2019-01-04,53,
48,113,5.0.0,2018-07-27,53,
43,113,7.0.2,2014-07-18,53,
20,113,8.0.2,2010-11-04,50,
22,113,7.0.0,,53,
30,113,6.0.0,,53,
14,114,10.0.1-0.0,2019-01-11,50,
48,114,5.0.0,2018-07-27,50,
32,114,8.01,2015-03-11,53,
43,114,7.0.2,2014-07-18,53,
30,114,6.0.0-0.14.1,2013-08-12,50,
20,114,8.5.0,2013-04-10,50,
22,114,7.0.0,,53,
14,115,10.0.1-0.0,2019-01-11,50,
48,115,5.0.0,2018-07-27,53,
32,115,8.01,2015-03-11,53,
43,115,7.0.2,2014-07-18,53,
20,115,8.5.0,2012-11-07,50,
22,115,7.0.0,,53,
30,115,6.0.0,,50,
14,116,10.0.1-0.0,2019-01-11,53,
48,116,5.0.0,2018-07-27,53,
32,116,8.03,2015-05-29,50,
43,116,7.0.2,2014-07-18,53,
70,116,,2012-01-18,50,
70,116,7.2.0,2011-04-07,50,
70,116,,2010-11-23,50,
70,116,7.0.0,2010-08-31,50,
22,116,7.0.0,,50,
30,116,6.0.0,,53,
14,117,10.0.1-0.0,2019-03-15,50,
48,117,5.0.0,2018-07-27,50,
32,117,8.03,2015-05-29,52,Navitas Return
43,117,7.0.2,2014-07-18,53,
22,117,7.0.0,,50,
30,117,6.0.0,,53,
14,118,10.0.1-0.0,2019-04-01,49,
48,118,5.0.0,2019-03-08,50,
32,118,8.03,2015-05-29,53,
43,118,7.0.2,2014-07-18,53,
30,118,6.0.0,2013-10-18,50,
70,118,7.4.1,2011-07-07,50,
20,118,8.0.0. opt1,2010-07-27,53,
22,118,7.0.0,,53,
14,119,10.0.1-2.0,2019-04-23,49,
48,119,5.0.0,2019-04-03,53,
22,119,7.0.0,2017-04-11,53,
32,119,8.03,2015-05-29,53,
43,119,7.0.2,2014-07-18,53,
30,119,6.0.0.0.14,2013-10-18,50,
70,119,7.4.1,2010-11-12,50,Has Soft start
14,120,10.0.1-2.0,2019-04-23,49,Unsure on location
48,120,5.0.0,2019-04-03,50,
22,120,7.0.0,2017-04-11,50,
32,120,8.03,2015-05-29,53,
43,120,7.0.2,2014-07-18,53,
30,120,6.0.0.0.14,2013-10-31,50,
13,121,11.0.0-2.0,2019-06-27,49,
48,121,5.0.0,2019-04-03,54,
22,121,7.0.0,2017-05-08,53,
32,121,8.0.3,2015-09-22,50,
43,121,7.0.2,2014-07-18,53,
30,121,6.0.0.0.6,2014-01-29,50,Gordon's Demo system
70,121,7.2.0,2010-09-20,58,With New RG. Unknown status at FTI Boulder.
13,122,11.0.0-2.0,2019-06-28,49,
48,122,5.0.0,2019-04-03,53,
22,122,7.0.0,2017-05-08,53,
32,122,8.0.3,2015-09-22,53,
43,122,7.0.2,2015-02-03,50,
70,122,7.0.0,2010-05-24,50,
30,122,6.0.0.0.14,,53,
48,123,5.0.0,2019-05-01,49,
22,123,7.0.0,2017-05-08,53,
32,123,8.0.3,2015-09-22,53,
43,123,7.0.2,2015-02-03,50,
20,123,8.0.0,2010-08-09,50,
13,123,11.0.0-2.0,,54,
30,123,6.0.0.0.14,,53,
48,124,5.0.0,2019-05-01,50,Sent to SAE for destruction
22,124,7.0.0,2017-05-16,50,
32,124,8.0.3,2015-09-22,53,
43,124,7.0.2,2015-02-03,53,
30,124,6.0.0.0.6,2013-11-11,50,
20,124,8.0.0.0,2010-08-03,53,
13,124,11.0.0-2.0,,54,
48,125,5.0.0,2019-05-06,49,
22,125,7.0.0,2017-05-16,53,
32,125,8.0.2,2015-10-27,53,
43,125,7.0.2,2015-02-03,53,
30,125,6.0.0.0.14,2013-10-31,50,
20,125,8.0.2.0,2011-11-01,50,
13,125,11.0.0-2.0,,54,
48,126,5.0.0,2019-05-10,54,all channels unresponsive to R59 modifications (positive)
22,126,7.0.1-1.0.0.0,2017-09-28,53,
32,126,8.0.2,2015-11-19,50,
43,126,7.0.2,2015-02-03,50,
30,126,6.0.0.0.14,2014-04-30,50,
20,126,8.0.1,2010-09-03,53,
13,126,11.0.0-2.0,,54,
48,127,5.0.0,2019-05-13,54,all channels pos & ch1 negative unresponsive to R mods
22,127,7.0.1-1.0.0.0,2018-01-05,52,
32,127,8.0.2,2015-11-20,50,
43,127,7.0.2,2015-02-03,50,
20,127,8.0.1,2010-08-20,58,
13,127,11.0.0-2.0,,54,
30,127,6.0.0.0.14,,53,
48,128,5.0.0,2019-05-13,54,fails CMRR current clamp all channels
22,128,7.0.1-1.0.0.0,2018-01-05,50,Was in CEA A201-061617
32,128,8.0.2,2015-11-20,50,
43,128,7.0.2,2015-02-03,50,
20,128,8.0.2,2011-07-07,50,
13,128,11.0.0-2.0,,54,
30,128,6.0.0.0.14,,53,
48,129,5.0.0,2019-05-13,50,
22,129,7.0.1-1.0.0.0,2018-01-05,53,
32,129,8.0.2,2015-12-03,50,
43,129,7.0.2,2015-02-03,53,
20,129,8.0.1,2010-08-31,53,
13,129,11.0.0-2.0,,54,
30,129,6.0.0.0.14,,53,
48,130,5.0.0,2019-05-13,54,"ch1,ch2,ch3 unresponsive to R63 modifications (negative)"
22,130,7.0.1-1.0.0.0,2018-06-06,50,
32,130,8.0.2,2015-12-03,50,
43,130,7.0.2,2015-02-03,53,
30,130,6.1.0.30.14,2014-02-11,50,
20,130,8.0.2.1,2011-05-13,50,
13,130,11.0.0-2.0,,54,
48,131,5.0.0,2019-05-24,54,Powers up. Can't program EPROM.
22,131,7.0.1-1.0.0.0,2018-06-06,53,
32,131,8.0.2,2016-09-07,50,
43,131,7.0.2,2015-02-03,53,
30,131,6.1.0-0.6.0.0,2014-09-05,53,
70,131,7.0.1,2010-08-31,50,
48,132,5.0.0,2019-05-28,49,"Power failure, Solder short on Q22.  Q22, Q21 and R192 replaced"
22,132,7.0.1-1.0.0.0,2018-06-06,53,
32,132,8.0.2,2016-09-07,50,
43,132,7.0.2,2015-06-23,50,
30,132,6.1.0-0.6.0.0,2014-09-05,53,
70,132,7.2.0,2010-09-25,50,
22,133,7.0.1-1.0.0.0,2018-06-06,50,
32,133,8.0.2,2016-09-07,50,
43,133,7.0.2,2015-06-23,53,
30,133,6.1.0-0.6.0.0,2014-09-05,50,
20,133,8.0.1,2010-08-31,53,
22,134,7.0.1-1.0.0.0,2018-06-06,50,
32,134,8.0.2,2016-09-07,53,
43,134,7.0.2,2015-06-23,50,
30,134,6.1.0-0.6.0.0,2014-09-05,53,
22,135,7.0.1-1.0.0.0,2018-06-06,53,
32,135,8.0.2,2016-09-07,50,
43,135,7.0.2,2015-06-23,50,
30,135,6.1.0-0.6.0.0,2014-09-05,53,
20,135,8.0.1.1 ,2010-09-15,50,
22,136,7.0.1-1.0.0.0,2018-06-06,50,
32,136,8.0.2,2016-12-02,53,
43,136,7.0.2,2015-06-23,53,
30,136,6.1.0-0.6.0.0,2014-10-31,50,
70,136,7.2.0,2010-11-24,50,
22,137,7.0.1-1.0.0.0,2018-06-06,53,
32,137,8.0.2,2016-12-02,53,
43,137,7.0.2,2015-06-23,53,
30,137,6.1.0-0.6.0.0,2014-10-31,50,
22,138,7.0.1-1.0.0.0,2018-06-06,50,
32,138,8.0.2,2016-12-02,58,
43,138,7.0.2,2015-06-23,50,
30,138,6.1.0-0.6.0.0,2014-10-31,53,
70,138,7.2.0,2010-09-03,50,
22,139,7.0.1-1.0.0.0,2018-06-06,53,
32,139,8.0.2,2016-12-02,50,
43,139,7.0.2,2015-06-23,53,
30,139,6.1.0-0.6.0.0,2014-10-31,53,
70,139,7.0.0,,58,
22,140,7.0.1-1.0.0.0,2018-06-06,52,A220-012419 Hirex. 2 possible SN140
32,140,8.0.2,2016-12-02,53,
43,140,7.0.2,2015-06-23,53,
30,140,6.1.0-0.6.0.0,2014-10-31,53,
20,140,8.0.0,,53,Unknown status
22,141,7.0.1-1.0.0.0,2018-06-06,50,
32,141,8.0.2,2017-03-31,50,
43,141,7.0.2,2015-06-23,50,
20,141,8.0.2.1,2010-09-25,50,
30,141,6.1.2-0.6.0,,53,
22,142,7.0.1-1.0.0.0,2018-06-06,50,
32,142,8.0.2,2017-03-31,50,
43,142,7.0.2,2016-11-02,50,
20,142,8.0.2,2012-02-23,50,
30,142,6.1.2-0.6.0,,53,
22,143,7.0.1-1.0.0.0,2018-06-06,53,
32,143,8.0.2,2017-03-31,50,
43,143,7.0.2,2016-11-03,53,
70,143,7.2.2,2010-10-18,50,
30,143,6.1.2-0.6.0,,50,
22,144,7.0.1-1.0.0.0,2019-02-12,50,
32,144,8.0.2,2017-03-31,50,
43,144,7.0.2,2016-11-03,50,
20,144,8.0.2.2,2010-10-18,50,
30,144,6.1.2-0.6.0,,50,
22,145,7.0.1-1.0.0.0,2019-02-12,50,
32,145,8.0.2,2017-03-31,53,
43,145,7.0.2,2016-11-03,50,
20,145,8.0.2.0,2010-11-30,50,
30,145,6.1.2-0.6.0,,53,
22,146,7.0.1-1.0.0.0,2019-02-15,53,
32,146,8.0.2,2017-06-21,53,
43,146,7.0.2,2016-11-03,53,
30,146,6.1.3-0.6.0,2015-06-18,51,
20,146,8.0.0,,58,
22,147,7.0.1-1.0.0.0,2019-04-04,50,"Shipping to Manilla, needs to be fully brought up."
32,147,8.0.2,2017-09-20,53,
43,147,7.0.2,2016-11-22,50,
30,147,6.1.2-0.6.0,2015-06-18,51,
20,147,8.0.2.0,2010-12-01,50,"Checked out with TBOM,Diag,Rework"
22,148,7.0.1-1.0.0.0,2019-04-04,50,"Shipping to Manilla, needs to be fully brought up."
32,148,8.0.2,2017-09-20,53,
43,148,7.0.2,2016-12-02,53,
30,148,6.1.2-0.6.0,2015-06-18,53,
20,148,8.0.0.2,2011-06-24,50,"Sent with DVSD 004, THM 009"
22,149,7.0.1-1.0.0.0,2019-04-04,50,"Shipping to Manilla, needs to be fully brought up."
32,149,8.0.2,2017-09-20,50,
43,149,7.0.2,2016-12-02,50,Was in an ASE system
30,149,6.1.2-0.6.0,2015-07-15,53,
70,149,7.4.0.0.0,2011-01-11,50,Replacing System # A104-100701 (replace mobo 108)
22,150,7.0.1-1.0.0.0,2019-04-16,50,Digitizer board shipped to Manila without S/N and revision number
32,150,8.0.2,2017-09-20,50,
43,150,7.0.2,2016-12-16,50,
30,150,6.1.2-0.6.0,2015-07-15,53,
22,151,7.0.1-1.0.0.0,2019-04-17,54,
32,151,8.0.2,2017-09-20,52,
43,151,7.0.2,2016-12-16,50,
30,151,6.1.2-0.6.0.0,2015-09-23,53,
20,151,8.5.1.4.0.0.0,2012-12-31,50,
22,152,7.0.1-1.0.0.0,2019-04-17,49,
32,152,8.0.2,2017-10-12,53,
43,152,7.0.2,2017-06-27,50,
30,152,6.1.2-0.6.0.0,2015-09-23,50,
20,152,8,2012-07-30,50,Microsemi System exchange return
22,153,7.0.1-1.0.0.0,2019-04-22,50,
32,153,8.0.2,2017-10-13,53,
43,153,7.0.2,2017-06-27,50,
30,153,6.1.2-0.6.0.0,2015-09-23,50,
22,154,7.0.1-1.0.0.0,2019-04-23,49,
32,154,8.0.2,2017-10-13,50,
43,154,7.0.2,2017-06-27,53,
30,154,6.1.3-0.6.0.0,2015-09-24,50,
70,154,7.4.1,2011-02-25,50,
22,155,7.0.1-1.0.0.0,2019-04-24,54,
32,155,8.0.2,2017-10-13,50,
43,155,7.0.2,2017-07-14,53,
30,155,6.1.2-0.6.0.0,2015-09-24,58,
22,156,7.0.1-1.0.0.0,2019-04-24,50,
32,156,8.0.2,2017-10-13,53,
43,156,7.0.2,2017-07-14,53,
30,156,6.1.2-0.6.0.0,2015-09-24,53,
22,157,7.0.1-1.0.0.0,2019-04-24,49,
32,157,8.0.2,2018-03-16,53,
43,157,7.0.2,2017-07-14,53,
30,157,6.1.3-0.6.0.0,2016-01-15,51,
22,158,7.0.1-1.0.0.0,2019-04-24,54,
32,158,8.0.2,2018-04-13,50,
43,158,7.0.2,2017-07-14,50,
30,158,6.1.3-0.6.0.0,2016-01-15,53,
22,159,7.0.1-1.0.0.0,2019-04-24,49,
32,159,8.0.2,2018-09-26,50,
43,159,7.0.2,2017-07-14,50,
30,159,6.1.3-0.6.0.0,2016-01-15,53,
22,160,7.0.1-1.0.0.0,2019-04-24,49,
32,160,8.0.2,2018-09-26,50,
43,160,7.0.2,2017-07-14,53,
32,161,8.0.2,2018-10-03,50,Spare
43,161,7.0.2,2017-07-14,53,
32,162,8.0.2,2018-10-25,52,
43,162,7.0.2,2017-10-17,50,
32,163,8.0.2,2018-11-09,49,
43,163,7.0.2,2017-11-09,53,
32,164,8.0.2,2018-11-09,50,
43,164,7.0.2,2017-11-09,50,
93,164,2.0.0,,52,
32,165,8.0.2,2018-11-09,50,Spare
43,165,7.0.2,2017-11-09,50,
30,165,6.1.3-0.6.0.0,2016-07-20,53,
20,165,8.0.0,2011-08-20,58,
32,166,8.0.2,2018-11-09,53,
43,166,7.0.2,2017-11-13,50,Used as backup for USCI Philippines
30,166,6.1.3-0.6.0.0,2016-08-10,53,
32,167,8.0.2,2019-01-02,50,
43,167,7.0.2,2017-11-13,50,
30,167,6.1.3-0.6.0.0,2016-08-10,50,
32,168,8.0.2,2019-02-19,50,
43,168,7.0.2,2017-11-13,50,
30,168,6.1.3-0.6.0.0,2016-08-10,52,Navitas Return
20,168,,2011-10-06,50,
32,169,8.0.2,2019-02-19,50,
43,169,7.0.2,2017-11-13,50,
30,169,6.1.3-0.6.0.0,2016-08-10,53,
20,169,8.0.2.2.0.0.0,2011-09-09,50,
30,170,6.1.3-0.6.0.0,2019-04-05,50,
32,170,8.0.2,2019-02-19,53,
43,170,7.0.2,2017-11-13,50,
20,170,8.4.0.0.0.0,2012-07-18,50,Shipped with Nano 089
32,171,8.0.2,2019-02-19,53,
43,171,7.0.2,2017-12-29,50,
30,171,6.1.3-0.6.0.0,2016-06-21,53,
20,171,8.0.2.1,2011-09-23,50,Ready for QVI
32,172,8.0.2,2019-02-20,50,
43,172,7.0.2,2018-12-20,53,
30,172,6.1.3-0.6.0.0,2016-06-21,58,
20,172,8.0.0,,58,
32,173,8.0.2,2019-02-20,51,Fails to cal 120v range
43,173,7.0.2,2018-12-26,51,0.1uF Caps blew up and damaged the board.  Being used for 51
30,173,6.1.3-0.6.0.0,2016-06-21,53,
32,174,8.0.2,2019-02-20,53,
43,174,7.0.2,2018-12-26,49,
30,174,6.1.3-0.6.0.0,2016-06-21,51,Fails Tbomb sometimes
32,175,8.0.2,2019-02-20,53,
43,175,7.0.2,2018-12-26,52,
31,175,7.0.0-0.6.0.0,2017-02-28,50,
32,176,8.0.2,2019-02-20,50,
43,176,7.0.2,2018-12-26,53,
31,176,7.0.0-0.6.0.0,2017-02-28,53,
32,177,8.0.2,2019-04-26,49,
43,177,7.0.2,2018-12-26,49,
31,177,7.0.0-0.6.0.0,2017-03-30,50,
32,178,8.0.2,2019-05-17,54,Need to fix the switiching circuit
43,178,7.0.2,2018-12-26,53,
31,178,7.0.0-0.6.0.0,2017-03-30,50,
32,179,8.0.2,2019-05-17,54,Fails HV_1200V setup check
43,179,7.0.2,2018-12-26,50,
31,179,7.0.0-0.6.0.0,2017-03-30,53,
32,180,8.0.2,2019-05-17,49,
43,180,7.0.2,2018-12-26,53,
31,180,7.0.0-0.6.0.0,2017-03-30,50,
32,181,8.0.2,2019-05-17,50,
43,181,7.0.2,2018-12-26,50,
31,181,7.0.0-0.6.0.0,2017-03-30,53,
70,181,7.4.1,2012-02-23,50,
32,182,8.0.2,2019-05-17,49,
43,182,7.0.2,2019-04-30,49,
31,182,7.0.0-0.6.0.0,2017-03-30,50,
32,183,8.0.2,2019-05-17,54,Fails HV_1200V setup check
43,183,7.0.2,2019-04-30,49,
31,183,7.0.0-0.6.0.0,2017-03-30,53,
32,184,8.0.2,2019-05-17,49,
43,184,7.0.2,2019-04-30,54,Fails -1V VForce Offset
31,184,7.0.0-0.6.0.0,2017-03-30,53,
32,185,8.0.2,2019-05-17,50,
43,185,7.0.2,2019-04-30,49,
31,185,7.0.0-0.6.0.0,2017-07-26,53,
32,186,8.0.2,2019-05-17,49,
43,186,7.0.2,2019-04-30,49,
31,186,7.0.0-0.6.0.0,2017-07-26,53,
43,187,7.0.2,2019-04-30,49,
31,187,7.0.0-0.6.0.0,2017-07-26,53,
43,188,7.0.2,2019-04-30,49,
31,188,7.0.0-0.6.0.0,2017-07-26,53,
43,189,7.0.2,2019-04-30,50,
31,189,7.0.0-0.6.0.0,2017-07-26,50,
93,189,2.0.0,,51,Going to gordon / mike
43,190,7.0.2,2019-04-30,49,
31,190,7.0.0-0.6.0.0,2017-07-26,53,
43,191,7.0.2,2019-04-30,49,
31,191,7.0.0-0.6.0.0,2017-07-26,53,
31,192,7.0.0-0.6.0.0,2017-07-26,53,
93,192,3.1.2,2013-03-29,50,Sent with QVI 24
31,193,7.0.0-0.6.0.0,2017-07-26,53,
93,193,3.1.1,,51,Believed to be 51 good.
31,194,7.0.0-0.6.0.0,2017-07-26,50,
31,195,7.0.0-0.6.0.0,2017-07-26,53,
31,196,7.0.0-0.6.0.0,2017-11-20,50,
31,197,7.0.0-0.6.0.0,2017-11-21,50,
31,198,7.0.0-0.6.0.0,2017-11-21,50,
31,199,7.0.0-0.6.0.0,2017-11-21,50,
31,200,7.0.0-0.6.0.0,2017-11-21,50,
31,201,7.0.0-0.6.0.0,2017-11-21,50,
31,202,7.0.0-0.6.0.0,2017-11-21,50,
31,203,7.0.0-0.6.0.0,2017-11-21,50,
31,204,7.0.0-0.6.0.0,2017-11-21,53,
31,205,7.0.0-0.6.0.0,2017-11-21,53,
31,206,7.0.0-0.6.0.0,2018-09-26,53,
31,207,7.0.0-0.6.0.0,2018-10-12,50,Spare
20,207,8.5.0,2013-06-13,50,
31,208,7.0.0-0.6.0.0,2018-10-12,50,
70,208,7.4.3,2013-10-30,50,
31,209,7.0.0-0.6.0.0,2018-10-12,50,
70,209,7.4.3,2013-10-16,50,
31,210,7.0.0-0.6.0.0,2018-10-12,50,Spares
31,211,7.0.0-0.6.0.0,2018-12-28,50,
31,212,7.0.0-0.6.0.0,2018-12-28,50,
70,212,7.4.3,2013-10-16,50,
31,213,7.0.0-0.6.0.0,2019-01-08,49,
20,213,8.5.0,2013-10-16,50,
20,214,8.5.0,2019-02-21,50,Used as backup for USCI Philippines
31,214,7.0.0-0.6.0.0,2019-02-05,52,
31,215,7.0.0-0.6.0.0,2019-02-11,50,
20,215,8.5.0,2013-10-16,50,
31,216,7.0.0-0.6.0.0,2019-02-11,50,
20,216,8.5.0,2013-10-16,50,
31,217,7.0.0-0.6.0.0,2019-02-11,53,
20,217,8.5.0,2013-11-11,50,
31,218,7.0.0-0.6.0.0,2019-02-12,50,
20,218,8.5.0,2013-10-31,50,
31,219,7.0.0-0.6.0.0,2019-02-12,50,
31,220,7.0.0-0.6.0.0,2019-04-04,50,"Shipping to Manilla, needs to be fully brought up."
31,221,7.0.0-0.6.0.0,2019-04-22,49,
31,222,7.0.0-0.6.0.0,2019-04-23,54,Fails all IForce HP cal
70,222,7.4.3,2013-12-17,50,
31,223,7.0.0-0.6.0.0,2019-04-23,49,
20,223,8.5.0,2014-01-29,50,Gordon's Demo system
31,224,7.0.0-0.6.0.0,2019-04-23,50,
20,224,8.5.0,2013-12-17,50,
31,225,7.0.0-0.6.0.0,2019-04-23,49,
20,225,8.5.0.0.1,2014-02-11,50,
31,226,7.0.0-0.6.0.0,2019-04-29,50,
20,226,8.5.0,,53,
31,227,7.0.0-0.6.0.0,,54,Completely fails HP CAL
31,228,7.0.0-0.6.0.0,,50,
31,229,7.0.0-0.6.0.0,,50,Replacement for current HP & DC Board 06/07/2019
31,230,7.0.0-0.6.0.0,,49,
20,231,8.5.0-0.1.0.0,2019-06-10,50,
31,231,7.0.0-0.6.0.0,,49,
31,232,7.0.0-0.6.0.0,,49,
20,233,8.5.0,2016-02-19,58,
31,233,7.0.0-0.6.0.0,,48,Waiting for 80V cap
31,234,7.0.0-0.6.0.0,,48,Waiting for 80V cap
31,235,7.0.0-0.6.0.0,,48,Waiting for 80V cap
20,236,8.5.0,,58,
69,246,8.50.0 - 0.1.0.0,,58,
69,247,8.0.1,2016-04-29,50,
20,250,8.5.0,2016-11-14,50,
20,252,8.4.0,2015-01-08,50,
20,255,8.5.1,2015-12-17,50,
20,257,8.4.1,2017-03-15,50,
20,259,8.4,2015-04-30,50,
69,261,8.0.1-0.1.0.0,2019-05-13,52,
34,263,4.0.0,,52,Unknown status
12,268,10.0.0,2016-11-14,50,
12,269,10.0.0,,52,GPT return on label. Otherwise unknown status
11,272,9.1.0,,50,
11,273,9.2.0,2017-06-16,50,
20,275,8.5.1,2017-02-10,50,
20,277,8.5.1,2017-02-13,50,
34,278,"4.0.4 : 0,0,0,0",,50,
20,280,8.5.1,2017-04-03,50,
20,281,8.5.1,,51,
20,282,8.5.1,2017-04-15,50,
20,283,8.5.1,2017-06-16,50,
20,284,8.5.1,,50,
20,285,8.5.1,2017-07-06,50,
11,289,9.2.0,,52,Unknown status
21,292,9.0.0-4.3.0.0,,52,Fails DC Calboard
21,294,9.0.0.1.3.0.0,2018-04-13,50,
21,296,9.0.0-0.2.0.0,2018-04-13,50,
21,297,"9.0.0 : 1,3,0,0",2018-04-13,50,
20,298,8.19.1.1.3.0.0,2017-12-01,50,
20,299,8.19.1.1.3.0.0,2018-01-18,50,
34,300,"4.0.4 : 1,0,0,0",,50,
10,303,11.0.0,2018-04-13,50,
10,304,11.0.0,2018-01-18,50,
10,305,11.0.0,2018-01-18,50,
10,306,11.0.0,,53,
21,308,9.0.0,2018-04-13,50,It may read 311 in the eeprom
21,309,9.0.0,2018-06-06,50,
21,310,9.0.0,2018-06-06,53,
21,311,9.0.0,2018-06-06,53,
10,312,11.0.1,2018-06-06,50,
21,313,9.0.0,2018-06-06,53,
10,314,11.0.2,2018-12-18,50,
21,315,9.0.0,2018-09-17,50,
21,316,9.0.0,2018-09-26,50,
21,317,9.0.0-0.3.0.0,2018-10-01,50,
21,318,9.0.0,2018-10-01,50,
21,319,9.0.0-1.2.0.0,2018-12-11,50,
10,321,11.0.2,,52,KL231 arced. CC plugged in wrong. CC Charging Issues
10,322,11.0.2,2019-05-13,50,R182 upgraded to 8ohm 100W 
10,323,11.0.2,2019-02-21,50,
21,324,9.0.0-0.3.0.0,2019-02-12,50,
21,325,9.0.0-1.2.0.0,2019-02-12,50,
21,326,9.0.0-1.2.0.0,2019-02-12,50,
21,327,9.0.0-0.3.0.0,,53,
21,328,9.0.0-1.2.0.0,2019-06-07,50,Replacement for DC & HP (old board is failing DRDSon test)
21,329,9.0.0-1.2.0.0,2019-04-10,49,
21,330,9.0.0-1.2.0.0,2019-04-10,54,Some rework to repair broken traces - usb issues
21,331,9.0.0-1.2.0.0,2019-04-10,51,"Issues with Gate, Drain, Sense connections 10+ rework wires"
21,332,9.0.0-1.2.0.0,2019-04-10,51,Going to be sent to SAE to be cut up and analyzed.  Used for 200A testing. Fails ALL HP Mods: Tbomb 1mohm
21,333,9.0.0-1.2.0.0,2019-04-10,50,
10,334,11.0.3,2019-04-16,49,
10,335,11.0.3,2019-04-25,49,
21,336,9.0.0-0.3.0.0,,50,Sent to Philippines not brought up
21,337,9.0.0-1.2.0.0,,50,Sent to Philippines not brought up
21,338,9.0.0-1.2.0.0,,50,Sent to Philippines not brought up
21,339,9.0.0-1.2.0.0,,50,Sending Direct to Hana for Power Integrations
21,340,9.0.0-1.2.0.0,,49,
10,341,11.0.3,2019-04-16,49,
10,342,11.0.3,2019-04-16,54,
10,343,11.0.3,2019-04-25,49,
34,344,4.0.4,,54,
34,345,4.0.4,,54,
34,346,4.0.4,,54,
